Ref,programme_code,Sex,AgeGroup,age,CGPA,Semester1,Semester2,Semester3,Semester4,Semester5,Semester6,Semester7,Semester8,Sponsored,GRADUATED
9997195,2,0,1,31,2,2,2,1,2,2,0,3,3,1,0
9997198,4,1,2,42,2,2,2,0,1,2,2,0,2,1,0
9997199,2,1,1,31,0,2,2,2,2,0,0,2,2,1,0
9997199,2,1,1,31,2,2,2,2,2,0,0,2,2,1,0
9997200,97,0,1,27,3,4,3,3,3,3,4,4,3,1,1
9997201,42,0,1,26,3,4,3,2,3,3,3,3,4,1,1
9997202,14,1,1,32,2,2,2,0,2,0,0,2,3,1,0
9997203,5,1,1,28,3,2,3,4,3,4,4,4,4,1,1
9997204,2,0,1,26,3,2,3,2,3,3,3,3,3,1,1
9997205,45,0,1,27,3,3,3,4,4,4,4,3,3,1,1
9997206,17,1,1,30,2,2,0,0,3,2,2,2,3,1,0
9997207,17,0,1,27,2,2,0,2,2,2,2,3,3,1,0
9997208,97,0,1,28,4,5,4,4,4,4,5,4,4,1,1
9997209,5,1,1,27,2,2,2,2,3,0,0,0,2,1,0
9997210,29,0,1,27,3,2,2,2,3,3,3,2,3,1,1
9997211,25,0,1,30,3,2,3,2,3,2,4,2,3,1,1
9997213,41,1,1,26,4,4,3,4,4,3,4,3,4,1,1
9997214,85,0,1,33,3,2,2,2,2,3,3,3,4,1,0
9997215,5,1,1,30,4,3,4,4,4,4,4,4,4,1,1
9997216,1,0,1,31,3,2,2,3,3,3,3,3,3,1,1
9997217,97,0,1,28,3,3,3,2,3,2,4,2,3,1,1
9997218,29,0,1,33,3,2,3,3,3,3,3,2,3,1,1
9997219,14,0,1,28,4,3,3,3,4,3,4,4,3,1,1
9997220,5,1,1,27,1,2,1,0,2,0,0,2,2,1,0
9997221,45,1,1,31,2,3,1,2,1,0,3,1,0,1,0
9997222,1,1,1,31,3,2,2,2,3,4,3,2,3,1,1
9997223,77,0,1,28,3,3,3,2,3,5,4,4,4,1,1
9997224,4,0,1,28,3,2,2,3,2,3,3,3,2,1,1
9997225,1,0,1,27,3,2,3,2,3,2,2,3,3,1,1
9997226,17,1,1,27,3,3,3,3,2,3,2,3,3,1,1
9997228,86,0,1,28,3,2,2,3,2,3,3,3,4,1,1
9997229,18,1,1,27,3,3,3,3,3,3,3,3,3,1,1
9997231,17,1,1,30,3,3,2,2,3,3,3,4,4,1,1
9997232,2,1,1,29,2,2,3,3,2,2,2,2,2,1,0
9997233,2,1,1,28,3,3,3,2,3,2,3,3,3,1,1
9997234,45,0,1,29,3,4,2,3,3,3,4,3,3,1,1
9997235,44,1,1,26,3,3,3,2,3,2,4,2,3,1,0
9997236,17,0,0,25,3,3,3,3,2,3,3,4,4,1,1
9997237,1,0,1,29,3,2,0,2,2,3,2,3,3,1,1
9997238,1,0,1,31,2,2,2,2,2,3,2,2,2,1,0
9997239,11,1,1,29,2,2,2,0,3,3,2,2,2,0,0
9997240,1,0,1,30,2,1,0,2,2,2,2,3,2,1,0
9997241,77,0,1,26,3,4,2,2,3,2,4,3,4,0,1
9997242,89,0,1,28,4,4,3,3,5,5,5,4,4,1,1
9997243,97,0,1,31,3,4,3,3,3,3,4,4,4,1,1
9997244,19,1,1,27,3,2,3,3,3,3,3,3,2,1,1
9997245,89,1,1,28,4,3,3,4,4,4,4,3,3,1,1
9997246,5,1,0,25,3,2,2,2,2,4,4,4,4,1,1
9997247,17,0,1,26,4,4,4,4,4,5,5,4,4,1,1
9997249,19,0,1,27,3,3,2,2,3,3,3,3,3,1,1
9997250,97,0,1,27,3,3,3,3,3,3,4,3,3,1,1
9997251,44,1,1,28,3,3,2,2,3,2,3,2,3,1,0
9997252,5,1,1,27,3,3,4,3,4,3,4,3,3,1,1
9997253,14,1,1,27,4,3,3,3,4,3,4,4,3,1,1
9997254,5,1,1,26,2,2,2,1,2,2,0,2,2,1,0
9997255,77,0,1,32,3,4,3,2,3,3,4,3,4,0,1
9997256,97,0,1,33,3,3,2,3,3,3,3,4,3,1,1
9997257,17,0,1,26,2,3,2,2,0,3,2,3,3,1,0
9997258,17,1,1,27,3,4,3,3,3,3,3,3,3,1,1
9997259,25,0,1,26,3,2,2,2,4,3,5,3,4,1,1
9997260,14,0,1,28,3,3,3,3,3,3,3,3,3,1,1
9997261,41,1,1,28,3,3,2,3,3,2,3,2,3,1,1
9997262,96,0,0,25,3,3,3,3,3,3,4,3,3,1,1
9997263,25,0,1,29,3,3,3,3,3,3,3,3,2,1,1
9997264,1,0,1,29,3,2,3,2,3,3,3,3,3,1,1
9997265,2,0,1,26,3,2,2,2,2,2,3,3,4,1,1
9997266,1,0,1,29,3,2,2,3,2,3,3,2,3,1,1
9997267,1,0,1,29,3,2,2,3,3,3,2,3,3,1,1
9997268,98,1,1,26,3,4,3,3,3,3,4,2,3,1,1
9997269,18,0,1,27,3,2,3,3,3,3,3,3,3,1,1
9997270,41,1,1,29,3,3,3,3,3,3,4,3,3,1,1
9997271,98,1,1,26,3,4,3,3,3,3,3,3,3,1,1
9997272,5,1,0,25,3,4,4,2,3,3,3,3,4,1,1
9997273,19,0,1,31,2,0,0,2,1,2,2,3,2,1,0
9997274,42,1,1,30,3,3,2,2,2,2,4,2,3,1,0
9997275,16,0,1,29,2,2,2,2,0,1,3,3,2,1,0
9997277,5,0,1,27,3,2,3,3,0,3,2,3,4,1,0
9997278,5,0,1,26,3,2,3,3,2,3,2,2,3,1,1
9997279,14,0,1,26,4,4,3,3,3,3,4,4,3,1,1
9997280,5,0,1,26,3,2,3,3,2,3,3,3,4,1,1
9997281,15,1,1,27,1,2,2,1,1,2,2,0,1,1,0
9997282,1,0,1,29,3,2,2,3,3,3,2,3,3,1,1
9997283,97,0,1,30,3,3,3,3,3,2,4,3,3,1,1
9997284,17,0,1,30,2,2,0,2,2,3,2,2,2,1,0
9997285,18,1,1,29,3,3,3,3,3,4,3,3,3,0,1
9997286,97,0,1,26,3,2,2,3,3,2,4,3,3,1,1
9997287,97,0,1,31,3,4,3,3,3,3,3,3,3,1,1
9997288,44,0,1,26,3,4,2,3,3,3,4,3,4,1,1
9997289,77,1,1,27,3,3,2,2,3,4,4,2,0,1,0
9997290,17,1,1,27,3,2,2,2,2,3,3,3,3,1,1
9997292,41,1,0,25,4,4,4,4,4,4,4,4,4,1,1
9997293,17,1,1,31,2,2,0,0,2,2,2,2,3,1,0
9997294,45,0,1,29,3,3,2,3,3,3,4,3,3,1,1
9997295,3,0,1,28,3,2,3,2,3,3,3,3,4,0,1
9997296,5,0,1,26,4,3,3,3,3,4,4,4,4,1,1
9997297,17,1,1,26,3,2,2,2,2,3,3,3,3,1,1
9997298,97,0,1,28,3,3,3,3,3,3,3,3,4,1,1
9997299,98,1,1,32,3,4,3,3,3,3,4,3,3,1,1
9997300,15,0,1,29,3,2,3,2,2,2,3,3,3,0,1
9997301,2,1,1,27,2,2,3,0,2,2,2,0,2,1,0
9997302,19,1,1,28,3,2,2,2,3,3,3,3,3,1,1
9997304,1,0,1,27,2,2,2,3,0,3,2,2,2,1,0
9997305,5,1,1,26,4,3,3,3,4,4,4,4,4,1,1
9997306,42,1,1,27,2,3,2,2,2,2,3,2,3,1,0
9997307,45,0,1,26,3,3,2,2,2,3,5,3,3,1,1
9997308,2,0,1,26,3,3,3,2,3,3,2,4,3,1,1
9997309,17,1,1,26,3,2,2,2,2,3,2,3,3,1,1
9997310,89,0,0,25,4,4,3,3,3,4,4,3,4,1,1
9997312,19,0,1,26,3,2,0,2,2,3,4,3,3,1,1
9997313,98,0,1,26,3,4,2,2,2,2,4,3,3,1,1
9997314,98,1,1,32,3,3,2,3,3,3,4,3,3,1,1
9997315,2,1,1,28,2,2,2,2,0,3,2,2,0,1,0
9997316,87,1,1,31,3,2,2,3,2,2,3,3,4,1,1
9997317,42,0,1,30,3,3,2,3,3,2,4,2,3,1,1
9997318,29,0,1,27,3,2,3,2,3,3,3,3,4,1,1
9997319,2,0,1,33,3,3,3,2,3,3,3,3,3,1,1
9997320,17,0,1,27,4,4,4,4,4,4,4,4,4,1,1
9997321,17,1,1,31,3,3,2,2,3,3,3,3,3,1,1
9997322,19,0,1,27,3,3,3,3,4,3,3,3,3,1,1
9997323,44,0,1,27,2,2,2,2,3,2,3,2,3,1,0
9997325,85,1,1,29,3,2,2,2,2,3,3,2,3,1,0
9997326,25,0,1,27,3,3,3,3,3,3,4,3,3,1,1
9997327,2,1,1,27,2,3,3,2,2,2,2,2,2,1,0
9997328,1,0,1,26,3,3,3,3,3,3,3,3,3,1,1
9997329,42,1,1,33,2,3,2,2,2,2,2,1,3,1,0
9997330,41,0,1,33,3,3,2,3,4,3,4,3,4,1,1
9997331,14,1,1,28,3,4,3,2,3,3,3,3,2,1,1
9997332,5,0,1,26,3,2,3,3,3,4,3,4,4,1,1
9997333,41,0,1,27,4,3,3,4,4,3,4,4,4,1,1
9997334,97,1,1,29,2,4,2,2,2,2,2,0,2,1,0
9997335,98,0,1,26,3,4,3,3,2,2,2,2,2,1,1
9997336,14,1,1,28,4,3,3,3,4,3,4,4,3,1,1
9997337,25,1,1,33,3,4,3,3,3,2,4,3,3,1,1
9997338,15,1,1,32,3,3,3,3,3,3,3,3,3,1,1
9997339,42,1,1,27,2,3,2,2,2,3,4,0,2,1,0
9997341,3,0,1,32,3,2,3,3,3,3,3,3,3,1,1
9997342,18,0,1,26,3,2,3,3,3,3,3,3,4,1,1
9997343,16,0,1,27,3,3,3,2,2,2,3,3,3,1,1
9997344,17,0,1,29,2,2,0,2,2,3,2,3,3,1,0
9997345,17,1,1,27,4,3,3,3,3,4,4,4,4,1,1
9997346,17,1,1,26,3,3,3,3,3,3,3,4,3,1,1
9997347,1,0,1,26,3,2,3,3,3,3,3,3,3,1,1
9997348,19,1,1,29,3,2,2,2,3,3,3,2,3,1,1
9997349,3,0,1,27,3,2,2,2,3,2,3,3,3,1,1
9997350,96,0,1,27,3,3,3,3,3,3,5,4,3,1,1
9997351,42,1,1,26,3,2,2,2,3,3,4,2,3,1,1
9997352,17,1,1,27,4,5,5,4,5,4,4,3,4,1,1
9997353,45,0,1,28,2,3,2,2,2,3,2,2,2,1,0
9997354,45,0,1,26,3,3,2,3,3,3,4,3,3,1,1
9997355,1,0,1,26,3,2,2,2,2,3,2,3,3,1,1
9997356,41,0,1,27,3,3,2,3,3,3,4,3,4,1,1
9997357,17,0,1,27,3,2,2,2,3,3,4,4,3,1,1
9997358,25,1,1,30,3,3,2,2,2,2,4,2,3,1,0
9997359,15,0,1,26,2,2,3,2,2,2,2,3,2,1,0
9997360,19,0,1,26,3,2,3,3,3,3,3,3,3,1,1
9997362,5,1,1,26,3,1,2,2,3,3,2,4,2,1,0
9997364,41,1,1,28,3,4,2,3,3,3,4,2,4,1,1
9997365,5,1,1,29,3,3,3,2,2,3,3,3,3,1,1
9997366,3,0,1,28,0,2,2,3,3,0,2,0,0,1,0
9997367,17,0,1,27,4,3,3,3,3,4,4,4,4,1,1
9997368,1,0,1,28,3,2,3,3,2,3,2,2,3,1,1
9997369,41,0,1,29,3,3,2,3,3,3,4,4,4,1,1
9997370,5,0,1,26,3,3,2,0,3,3,3,4,4,1,0
9997371,5,1,1,27,4,3,4,3,3,4,3,4,4,1,1
9997372,17,0,1,27,3,3,3,2,3,4,4,4,4,1,1
9997373,17,0,1,26,3,2,2,2,2,3,3,4,3,1,1
9997374,41,1,1,31,3,3,2,3,3,3,4,3,3,1,1
9997375,41,0,1,26,3,4,2,3,3,3,4,3,3,1,1
9997376,42,0,1,27,4,4,3,3,3,4,4,3,4,1,1
9997377,14,1,1,28,4,4,3,3,4,3,5,4,3,1,1
9997378,29,0,1,27,3,2,2,2,3,3,3,3,3,1,1
9997379,98,1,1,31,3,4,3,3,3,3,3,3,3,1,1
9997380,41,1,1,27,3,3,2,3,3,3,2,4,4,1,1
9997381,96,1,1,28,3,4,3,2,3,3,3,2,3,1,1
9997382,17,1,1,27,3,2,2,2,2,3,3,3,3,1,1
9997383,18,0,1,27,3,2,2,2,2,3,3,3,3,1,1
9997384,98,1,1,26,4,4,3,4,4,4,3,3,4,1,1
9997385,98,1,1,26,3,4,3,3,3,3,2,0,2,1,0
9997386,5,1,1,27,3,2,2,2,3,4,3,3,4,1,1
9997387,41,1,1,27,4,4,4,4,4,4,5,4,3,1,0
9997388,42,1,1,26,3,3,2,2,4,4,4,3,4,1,1
9997389,17,1,1,27,3,3,2,3,2,2,2,3,4,1,1
9997390,89,1,1,31,3,3,2,2,2,3,5,2,2,1,0
9997391,89,0,1,29,3,3,2,2,2,3,5,0,3,1,1
9997392,1,1,1,31,2,2,2,3,2,3,3,3,3,1,0
9997393,45,1,1,27,3,3,2,2,3,2,4,2,3,1,1
9997394,1,1,1,31,3,3,3,3,2,3,3,2,3,1,1
9997395,1,0,1,28,3,3,3,3,3,3,3,3,4,1,1
9997396,97,0,1,28,4,3,3,3,3,3,5,4,3,1,1
9997397,14,0,1,26,3,3,3,3,3,3,4,3,3,1,1
9997398,41,0,1,26,3,4,3,2,3,3,4,4,4,1,1
9997399,17,1,1,27,2,2,3,2,2,2,3,3,2,1,0
9997400,41,0,1,27,3,3,2,3,3,3,4,2,3,1,1
9997401,89,0,1,28,4,4,3,4,4,4,5,4,4,1,1
9997402,42,0,1,29,3,3,2,2,3,3,4,2,4,1,1
9997403,96,0,1,28,3,3,2,2,3,3,2,3,3,1,1
9997404,87,1,1,31,3,2,2,2,2,2,3,2,3,1,1
9997406,5,1,1,31,2,2,2,2,0,3,2,2,0,1,0
9997407,77,1,1,26,2,3,0,1,3,4,5,0,0,0,0
9997408,98,0,0,25,3,4,4,3,3,3,3,3,3,1,1
9997409,45,0,1,29,3,3,2,3,3,3,3,2,3,1,1
9997410,1,1,1,28,3,2,2,3,3,3,3,3,3,1,1
9997411,92,0,2,40,3,2,3,3,2,3,3,2,3,0,1
9997412,33,0,1,27,4,2,3,3,3,3,4,4,5,1,1
9997413,44,0,1,26,3,3,2,2,3,3,4,2,4,1,1
9997414,2,0,1,29,3,3,3,2,4,3,3,3,3,1,1
9997415,87,1,1,30,2,2,2,2,2,3,2,2,3,1,0
9997416,33,0,1,26,2,2,2,2,2,3,2,3,3,1,0
9997417,17,0,1,27,3,3,2,2,2,3,2,3,3,1,1
9997418,98,0,1,30,3,4,3,3,3,3,3,3,2,1,1
9997419,1,1,1,27,3,2,3,2,3,3,3,3,3,1,1
9997420,96,0,1,30,3,2,2,2,2,2,4,2,3,1,1
9997421,41,1,1,30,3,3,2,3,2,2,4,2,3,1,1
9997422,87,1,1,27,3,3,3,3,3,4,4,3,4,1,1
9997423,41,0,1,27,3,3,3,3,2,2,3,3,4,1,1
9997425,77,1,1,27,3,3,2,2,2,3,4,2,4,1,0
9997426,33,0,1,27,3,2,0,0,2,2,3,3,4,1,0
9997427,42,0,1,26,3,3,3,3,3,3,4,3,4,1,1
9997428,87,0,1,28,3,2,3,3,2,3,3,3,3,1,1
9997429,18,1,1,27,2,2,2,2,2,3,2,2,3,1,0
9997430,17,1,1,28,1,2,0,1,2,0,1,0,0,1,0
9997431,1,1,1,27,2,2,2,2,2,2,2,2,2,1,0
9997432,97,1,1,28,3,4,3,3,2,3,4,3,3,1,1
9997433,45,0,1,27,3,3,2,2,3,3,2,3,3,0,1
9997434,45,0,1,26,3,3,2,3,2,3,4,2,3,1,1
9997435,44,1,1,31,0,3,3,2,3,2,4,0,2,1,0
9997435,44,1,1,31,3,3,3,2,3,2,4,0,2,1,0
9997436,2,0,1,27,2,2,2,2,2,2,3,2,3,1,0
9997437,1,1,1,31,3,3,3,3,3,4,2,3,3,1,1
9997438,4,0,1,31,3,2,2,2,2,3,3,3,3,1,1
9997439,42,1,1,30,3,3,3,3,3,2,3,3,4,1,1
9997441,87,0,1,29,2,2,2,2,2,2,2,2,2,1,0
9997442,14,0,1,28,3,3,3,3,3,3,4,4,3,1,1
9997443,15,1,1,27,4,3,3,3,4,4,4,3,4,1,1
9997444,98,1,1,29,3,4,3,3,3,3,3,3,3,1,1
9997445,85,0,1,33,2,2,2,2,2,2,2,2,2,1,0
9997446,41,1,1,29,2,3,2,2,2,2,2,2,2,1,0
9997447,44,0,1,28,3,4,3,3,4,3,4,3,4,1,1
9997448,42,1,1,34,3,4,3,3,3,3,3,2,4,1,1
9997449,2,1,1,33,3,2,3,2,2,3,3,2,3,1,1
9997450,17,0,0,25,2,2,2,2,2,2,3,3,3,1,1
9997451,89,1,1,31,4,4,3,3,3,4,4,3,4,1,1
9997452,89,1,1,29,4,4,3,4,4,4,4,3,3,1,1
9997453,16,0,1,27,3,3,3,3,2,2,3,3,3,1,1
9997454,19,1,1,27,3,3,3,2,3,3,3,2,3,1,1
9997455,5,1,1,27,4,3,3,3,3,4,4,5,4,1,1
9997456,87,0,1,30,3,2,3,3,2,3,3,3,4,1,1
9997457,15,1,1,33,3,2,3,2,3,3,3,3,4,1,1
9997458,89,1,1,27,4,4,4,3,4,4,4,3,3,1,1
9997459,89,1,1,30,4,4,3,3,4,4,5,3,3,1,1
9997460,42,1,1,26,3,3,2,2,2,2,4,3,4,1,1
9997463,41,1,1,27,3,3,2,3,3,2,4,3,3,1,1
9997464,1,1,1,27,3,2,2,3,2,3,3,3,3,1,1
9997465,96,0,1,27,2,2,1,2,2,2,4,2,2,1,0
9997466,98,0,1,32,4,4,4,4,4,4,4,4,4,1,1
9997467,17,1,1,31,2,2,2,2,2,2,2,3,3,1,0
9997468,19,1,1,28,0,2,0,2,2,2,0,2,0,1,0
9997469,1,1,1,33,3,2,0,2,2,3,3,3,3,1,1
9997470,41,1,1,28,3,3,2,2,3,3,4,4,4,0,1
9997471,45,0,1,32,3,4,3,3,3,2,4,3,3,1,1
9997472,1,1,1,31,3,2,3,2,3,3,2,2,2,1,1
9997473,1,0,1,31,2,1,0,2,2,0,2,2,3,1,0
9997474,41,1,1,33,3,3,2,3,3,3,4,3,4,1,1
9997475,30,0,1,26,3,3,3,3,3,3,4,3,4,1,1
9997476,1,1,1,30,2,2,0,1,0,2,2,2,2,1,0
9997477,89,0,1,26,3,3,3,3,3,3,4,3,4,1,1
9997478,17,1,1,28,2,3,2,0,2,3,2,3,3,1,0
9997479,33,1,1,29,3,2,2,2,2,2,4,3,4,1,1
9997480,16,0,1,27,0,2,2,2,1,0,2,2,0,1,0
9997481,41,0,1,33,3,3,2,2,2,2,4,2,4,1,1
9997482,98,1,1,30,3,4,2,3,3,3,4,2,3,1,1
9997483,17,0,1,26,2,2,2,2,2,2,2,0,2,1,0
9997484,19,1,1,26,2,2,0,1,2,2,3,2,2,1,0
9997485,97,0,1,26,3,2,2,3,3,3,5,4,3,1,1
9997486,1,0,2,38,3,2,2,3,3,4,3,3,3,1,1
9997487,19,0,1,27,3,2,0,2,2,3,3,2,3,1,1
9997488,98,1,1,32,3,4,4,3,3,3,4,2,3,1,1
9997489,16,0,1,29,2,1,0,2,0,0,2,2,2,1,0
9997490,41,0,1,27,3,4,2,3,4,3,4,3,3,1,1
9997491,1,1,1,30,2,2,0,2,2,3,3,3,3,1,0
9997492,25,1,1,30,2,2,2,2,2,0,3,1,2,1,0
9997493,5,1,1,27,3,3,3,3,3,4,3,3,3,0,1
9997494,14,1,1,30,3,3,2,3,3,3,3,3,3,1,1
9997495,2,1,1,27,3,3,4,2,3,2,2,2,3,1,0
9997496,33,1,1,27,2,2,2,2,2,0,3,2,3,1,0
9997497,2,1,1,29,2,3,3,2,0,2,0,1,3,1,0
9997498,2,1,1,28,3,3,3,3,3,2,3,2,3,1,1
9997500,5,1,1,29,2,2,2,2,2,2,2,2,2,1,0
9997501,77,0,1,30,3,3,2,3,4,4,4,3,4,1,1
9997502,17,1,1,27,4,4,4,4,4,4,4,4,4,1,1
9997503,17,0,1,26,4,4,4,4,4,4,4,4,4,1,1
9997504,2,0,1,26,2,1,0,2,2,2,2,2,4,1,0
9997505,41,0,1,28,3,3,2,3,3,2,4,3,3,1,1
9997506,17,0,1,26,3,3,3,3,3,4,3,4,4,1,1
9997507,17,1,1,26,3,3,2,3,3,3,3,4,4,1,1
9997508,2,1,1,27,2,3,4,2,2,0,2,2,3,1,0
9997509,33,1,1,28,3,2,2,2,3,3,3,2,4,1,1
9997510,19,0,1,27,3,2,2,3,3,3,3,3,3,1,1
9997511,17,1,1,31,3,3,3,3,2,3,3,3,3,1,1
9997512,41,0,1,28,3,5,3,3,4,3,3,4,4,1,1
9997513,33,0,1,30,2,1,0,2,0,2,0,3,2,1,0
9997514,1,1,1,26,2,2,0,2,0,2,2,2,0,1,0
9997516,17,0,1,26,4,4,4,3,4,4,4,4,4,1,1
9997517,17,0,1,26,3,3,3,3,3,3,3,4,4,1,1
9997518,98,1,1,26,4,4,4,4,4,4,4,4,4,1,1
9997519,30,1,1,27,3,2,2,2,3,3,3,2,2,1,0
9997520,41,1,1,29,3,2,2,3,2,3,4,2,3,0,1
9997521,1,0,1,27,3,2,2,2,3,3,3,3,3,1,1
9997522,97,0,1,28,3,4,3,3,2,2,3,2,3,1,1
9997523,41,1,1,33,3,3,3,3,3,3,4,3,4,1,1
9997524,86,1,1,32,3,2,2,3,2,3,3,2,3,1,1
9997525,96,0,1,26,3,3,2,3,3,4,3,4,4,1,1
9997526,17,0,1,28,3,3,2,3,3,4,4,4,4,1,1
9997527,98,1,1,26,4,5,4,4,4,4,4,4,4,1,1
9997528,17,0,1,27,3,2,1,0,2,2,3,3,3,1,0
9997529,42,0,1,31,3,3,2,2,3,2,4,0,3,1,0
9997530,1,0,1,32,3,2,2,2,3,3,3,3,3,1,1
9997531,89,0,1,29,3,4,3,3,3,4,5,3,3,1,1
9997532,97,0,1,31,3,3,3,3,3,3,3,3,3,1,1
9997534,41,1,1,26,3,3,3,3,3,3,4,3,3,1,1
9997535,17,0,1,27,3,2,0,0,3,3,3,3,3,1,0
9997536,97,0,1,30,3,4,3,3,3,2,5,3,3,1,1
9997537,97,0,1,30,3,2,2,4,2,2,5,3,3,1,1
9997538,85,1,1,28,3,3,2,3,3,3,3,2,3,1,1
9997539,42,1,1,27,3,4,3,2,3,3,4,2,4,1,1
9997540,86,0,1,28,0,2,2,2,2,2,2,0,0,1,0
9997541,17,0,1,26,3,3,2,2,2,3,2,3,3,1,1
9997542,19,1,1,26,0,2,2,2,3,2,2,0,0,1,0
9997543,79,0,1,33,2,2,0,2,2,0,2,2,3,1,0
9997545,17,0,1,26,0,1,2,1,1,0,3,3,0,1,0
9997546,42,0,1,29,3,4,3,3,3,3,4,4,4,1,1
9997547,97,0,1,29,3,3,3,3,3,2,4,3,3,1,1
9997548,42,1,1,29,3,3,2,2,3,2,3,2,4,1,1
9997549,17,1,1,31,2,2,2,2,0,2,0,2,2,1,0
9997550,44,0,1,26,3,3,3,3,4,4,4,3,3,0,1
9997551,24,0,1,26,2,2,2,2,3,3,2,2,2,0,0
9997553,17,0,1,26,3,2,2,3,2,3,3,3,3,1,1
9997554,85,1,1,33,3,2,2,2,3,3,4,2,3,1,1
9997555,45,1,1,26,3,4,2,3,3,3,4,3,4,1,1
9997556,14,0,1,27,4,3,4,4,4,3,4,3,3,1,1
9997557,96,1,1,27,3,3,3,2,3,2,3,2,3,1,1
9997558,2,1,1,32,2,2,2,0,0,2,2,2,4,1,0
9997559,30,1,1,31,2,2,2,2,2,3,3,2,3,1,0
9997560,25,0,1,26,3,3,3,3,3,3,4,3,3,1,1
9997561,44,1,1,27,3,3,3,4,4,3,4,3,3,1,1
9997562,17,1,1,31,3,2,2,2,2,3,2,4,3,1,1
9997563,19,0,1,27,3,2,2,2,3,3,3,3,3,1,1
9997564,96,0,1,31,3,3,3,3,3,2,3,2,3,1,1
9997565,45,0,1,27,3,4,3,4,3,3,4,3,3,1,1
9997566,19,0,1,27,3,2,0,2,2,3,3,2,3,1,0
9997567,98,0,1,26,4,4,4,3,4,3,4,3,3,1,1
9997568,89,1,1,29,4,4,3,3,4,4,5,3,4,1,1
9997569,41,1,1,26,4,4,3,4,4,4,4,4,4,1,1
9997570,2,0,1,26,4,4,3,4,3,5,4,4,4,1,1
9997571,15,1,1,32,3,3,4,3,3,3,3,3,3,0,1
9997572,97,0,1,31,3,3,2,3,2,3,4,3,3,1,1
9997573,41,1,1,32,4,4,3,3,4,4,3,3,4,1,1
9997574,44,1,1,28,3,3,2,2,3,2,4,2,3,1,0
9997575,97,0,1,27,2,2,0,2,2,2,3,3,3,1,0
9997576,5,1,1,28,2,2,0,1,3,1,2,0,3,1,0
9997577,2,0,1,27,3,3,3,3,3,3,3,3,3,1,1
9997578,18,1,1,33,2,2,2,2,2,2,2,2,3,1,0
9997579,15,1,2,36,3,2,3,2,3,2,3,3,3,1,1
9997580,45,0,1,27,3,3,3,2,3,3,4,3,3,1,1
9997581,18,0,1,27,3,3,2,2,3,4,3,3,3,1,1
9997582,17,0,1,26,3,2,2,2,3,3,3,4,4,1,1
9997583,45,0,1,28,3,3,2,4,3,4,4,4,4,1,1
9997584,4,1,1,29,2,2,2,0,2,0,2,0,2,1,0
9997585,86,0,1,27,3,2,3,4,3,4,4,4,3,1,1
9997587,17,1,1,26,3,3,3,3,3,3,3,2,3,1,1
9997588,42,1,1,29,3,4,3,3,3,3,4,3,4,1,1
9997589,5,1,1,29,4,3,4,3,4,4,4,4,5,1,1
9997590,3,0,1,33,3,2,3,3,3,3,3,2,3,1,1
9997591,16,1,1,29,2,2,3,2,0,2,2,2,3,1,0
9997592,15,1,1,29,3,2,3,2,3,2,3,3,3,1,1
9997593,5,1,1,29,3,2,3,2,3,3,3,3,4,1,0
9997594,1,0,1,27,3,2,2,2,2,3,2,3,2,1,1
9997595,14,1,1,30,2,3,2,2,2,2,2,3,3,1,0
9997596,78,1,1,30,3,3,3,2,2,2,4,3,3,1,0
9997597,17,1,1,26,3,2,2,3,3,3,3,3,3,1,1
9997598,3,1,1,29,3,1,0,2,3,3,3,3,3,1,0
9997599,5,1,1,26,3,3,4,3,3,4,3,4,4,1,1
9997600,98,1,1,30,3,4,3,3,3,3,4,3,3,1,1
9997601,29,0,1,27,3,3,3,3,3,4,3,4,4,1,1
9997602,97,0,1,27,3,3,2,3,3,3,5,4,4,1,1
9997603,86,0,1,29,4,3,4,4,3,4,4,4,4,1,1
9997604,5,1,1,28,3,1,2,2,2,2,3,4,3,1,0
9997605,4,0,1,28,3,2,2,3,3,4,3,3,3,1,1
9997606,89,1,1,33,3,4,3,3,3,4,4,3,3,1,1
9997607,86,1,1,27,3,2,3,3,2,3,3,3,4,1,1
9997608,44,1,1,34,2,3,2,2,3,2,4,1,3,1,0
9997609,1,1,1,29,3,2,2,2,3,3,2,2,3,1,1
9997610,5,0,1,28,3,3,4,3,3,3,3,2,3,1,1
9997611,1,1,1,29,3,2,0,2,2,4,3,3,3,1,1
9997612,17,0,0,25,3,2,0,2,2,2,2,3,3,1,1
9997613,42,1,1,27,3,4,2,3,3,3,4,3,4,1,1
9997614,17,0,1,29,2,2,0,2,2,2,2,3,3,0,0
9997615,19,0,0,25,3,2,2,3,3,3,4,3,3,1,1
9997617,42,1,1,28,3,3,2,2,3,3,4,2,3,1,1
9997619,5,0,1,26,3,4,3,3,4,3,3,3,4,1,1
9997620,4,1,2,45,3,2,3,3,3,3,4,3,3,1,1
9997621,19,1,1,29,2,0,2,0,2,2,2,3,3,1,0
9997622,97,1,1,32,2,2,0,0,2,0,2,0,2,1,0
9997624,41,1,1,30,3,4,3,3,3,3,4,4,3,1,1
9997625,97,0,1,35,4,3,3,4,3,4,5,4,4,1,1
9997626,33,0,2,55,3,2,2,2,2,3,2,3,4,1,1
9997627,85,1,1,28,3,2,2,3,2,3,3,2,3,1,1
9997628,41,1,1,30,3,3,2,3,2,3,5,2,4,1,1
9997629,89,1,1,33,3,3,3,3,3,3,4,3,2,1,1
